,price
5672,3887
13287,5499
32759,807
1440,2975
33153,825
7586,4258
23529,11596
53627,2726
22141,10224
41148,503
18921,7800
45250,1667
35718,914
35722,914
45683,1712
4756,3690
13104,5434
11474,5019
24963,640
40865,1181
34434,868
48251,1966
3074,3313
1078,2909
14018,605
41552,1240
41042,1200
30207,447
5665,3886
12140,5181
2989,3303
48552,2007
28917,686
15805,6337
49016,2070
13377,603
2814,3266
7516,4243
21593,9730
45634,1707
961,2891
15291,6153
1791,3052
17086,6831
45078,1656
4393,571
46015,1746
26404,16031
31009,752
40596,1161
53790,2757
5749,3897
20984,9235
23046,11119
34706,878
22782,10867
10855,4879
45635,1707
5447,3833
2117,3121
29434,702
40989,1196
30730,743
4262,3583
34004,852
50296,2263
10003,414
38748,1050
1800,3053
48248,1966
26831,16878
43176,1402
13933,5684
33404,828
14337,605
51366,2383
23630,11738
21970,10080
49058,2079
9233,4560
30551,735
28970,687
25859,15065
45547,1695
47096,1841
14948,6036
13438,5531
36857,961
52157,548
41797,1263
6942,4146
37700,1001
40853,1181
35287,899
15080,6075
36565,949
14398,5826
51347,2381
28010,662
32212,454
5325,3811
53023,2629
43786,514
14933,6028
46801,1815
52277,2512
44330,1593
26117,15515
31073,755
27054,17294
19421,8107
18958,7822
20349,625
51877,2447
5857,3924
42046,1286
50388,2274
11457,5016
46650,1806
28306,668
19243,8006
48332,1978
35730,915
53160,552
32456,799
33509,462
42341,1317
20964,9218
33820,844
16275,6529
25253,13991
32951,814
47495,1882
24072,12291
28550,433
43347,1421
10123,4724
12815,5356
51674,2419
4640,3669
33882,846
7195,4191
3579,3422
11477,5020
20019,625
18870,7761
36112,932
27492,18363
8471,4419
4204,3567
37025,971
43962,1556
6957,4150
9163,4544
31522,368
17840,7216
19527,8196
13552,5557
52007,2473
47587,1889
17012,612
26080,15440
31092,756
39074,1064
1,326
37874,1008
43522,1436
43683,1443
7648,4270
4217,3570
13980,5701
1185,2932
49580,2150
37360,984
16648,421
36079,930
13695,603
34210,858
5386,3818
20052,8572
10262,4755
38919,1056
33054,816
46303,1772
14326,5814
46468,1786
3979,3514
7090,4168
19670,8287
36872,963
50005,2215
20218,8688
45142,1662
40892,1186
50801,2321
42143,505
22040,10107
46904,1819
32054,786
50352,2270
28387,672
28735,682
12471,5258
27726,649
51457,2394
21420,9562
37163,482
7104,4172
45857,1724
22309,628
35905,921
34011,853
27406,18128
4056,571
31724,774
19603,8258
7191,4191
35827,919
938,2885
46891,1819
40861,1181
43222,1407
1072,558
12130,5176
52172,550
26795,16783
28212,364
19375,8072
10896,4891
11427,5008
14606,5911
27035,17244
16467,6597
32344,792
47636,1896
41471,393
52634,2565
43843,393
1111,2916
48687,2029
42744,1358
52607,2560
12789,5346
19955,8537
6084,3975
37872,1008
24808,13282
31937,778
90,2757
35580,910
26805,16793
49406,2129
39859,1107
21626,9770
16468,6597
41396,1235
38863,1053
38728,1050
11433,5010
498,2822
25866,15081
21549,9697
22069,10144
21519,9664
18666,620
29106,694
48316,1976
49444,2135
34032,854
5145,3769
38884,1055
26484,16224
8600,4445
7487,4241
44123,1575
32997,815
52516,2549
44658,1624
28642,680
39231,1073
45439,1689
50972,2338
44803,1633
6493,4064
45325,1675
27362,18034
43235,1408
6516,4068
29560,442
49692,2168
44318,1592
20464,8840
20036,8555
42706,1356
4645,3669
25033,13619
29634,707
10859,4879
41443,1238
34522,872
35723,914
5757,3898
44574,1614
21789,9901
11986,5151
22976,631
6140,3990
6912,4139
53680,2737
15404,6182
95,2759
7654,4273
16323,608
40234,1129
10500,4805
19721,8333
7361,4223
13315,5506
23125,11189
1457,2980
5201,3780
29624,707
41885,1266
50068,2229
50466,397
46232,1760
33167,825
1796,3053
24268,12581
31108,756
22346,10423
3018,3309
16295,6533
11142,4949
15639,6288
47928,1929
22255,10349
11923,5133
20145,8633
32478,800
35688,913
18173,7392
16320,608
6703,413
44336,1595
42105,1292
48361,1982
27554,18508
46774,1814
2645,3234
37530,990
37935,1011
52189,2496
41849,1264
186,2777
20682,625
19849,8442
13793,5633
8106,4353
2166,3135
51443,2393
6316,4030
35166,895
34093,854
30717,742
53124,2648
3867,3482
37252,982
49095,2084
18590,7602
31877,452
4932,3732
46844,1816
280,2795
22492,10580
35409,904
48592,2012
42717,1356
27118,17469
39772,1103
39761,1103
16677,609
34236,862
22527,10628
13624,5588
39655,1094
22498,10584
3723,568
16604,6653
41079,1205
31257,760
8810,4478
3281,3364
49173,540
40517,1154
17244,6922
37537,991
24638,638
5886,3932
7732,4281
28062,664
27760,650
13656,5599
9701,4654
50906,2331
51004,2343
18606,7611
6319,4032
10118,4724
30402,732
23602,11702
2845,3273
24145,12389
36339,942
41271,1223
3578,3422
22059,10133
40686,1170
17510,7063
27308,647
33679,841
17552,7081
682,2850
12486,5260
20571,8912
4230,3576
5935,3948
39219,1073
13254,5488
35828,919
40783,1179
53334,2681
5001,3745
2923,3290
49561,2147
20916,9173
53251,2666
35406,904
18650,619
2691,3246
7827,4304
4811,3704
38261,1023
3446,3389
28681,680
43438,1431
16145,6468
20570,8912
34876,472
8156,4363
43413,1429
22154,10244
28396,672
31456,766
52937,2612
15067,6070
35961,924
53616,2725
45087,1657
46331,1775
14769,5956
47806,1917
33079,817
46430,1783
33254,827
1231,2942
7751,4284
108,2761
43366,1422
26046,15371
29153,696
22240,10338
4968,3738
46858,1817
3529,3410
3110,3324
49888,2198
27828,655
34906,882
39064,1063
45367,1681
10735,4853
48650,2022
33035,816
46056,1749
17860,7227
29865,444
23034,11113
17644,7129
6797,4118
33881,846
17051,6814
1396,559
26045,15370
22654,630
42967,1383
21298,9484
30476,734
3141,3332
48780,2042
42948,1378
13480,5543
31294,761
49395,2125
27261,17869
19388,8079
12536,5278
7336,4214
46180,526
15075,6073
4289,3590
40959,1192
6663,4101
883,2873
39496,491
2086,3113
3202,3347
41815,504
13242,5485
49325,2113
27583,18594
41764,1259
10444,4791
34955,884
5292,3802
21055,9273
45548,1696
49808,540
8288,4388
36144,935
51126,2359
25790,14918
18289,7457
15621,6279
2323,3170
19839,8431
50223,2249
36702,956
30583,737
39447,1081
41992,1279
24228,12526
47564,1884
35487,907
10365,593
10405,4784
6753,4108
8480,4422
51251,2369
33233,827
23011,11092
18810,7727
48670,2026
47351,1865
50325,2266
21296,9483
28257,666
25501,14388
37385,984
29070,692
14595,5906
42943,1378
5013,3748
38268,1024
42508,1332
4546,3644
46463,1786
52693,2574
35811,919
41620,1244
48615,2016
42840,1367
6149,3991
15747,6316
50465,397
24037,12238
31879,452
49516,2141
39844,1106
8632,4453
15673,608
20499,8863
25787,14904
34719,878
35118,892
32234,789
29462,704
46653,1806
53028,2630
50689,2310
12230,5206
37810,485
22621,10719
23637,11756
34921,882
1323,2960
47965,1935
26302,645
42301,1314
35077,891
36620,954
49826,540
47961,1935
44099,1573
28446,673
10351,4777
46384,1781
37183,977
48904,2056
33225,827
608,2839
17448,7025
50855,2326
6874,4133
44931,1643
40377,1143
25228,13938
30867,449
942,2887
40280,1133
20713,8996
29042,689
17887,7240
45633,1707
383,2811
27319,647
12418,5243
43238,1409
17593,7100
16723,6674
29017,689
38514,489
28601,678
34161,857
19042,7858
45609,1701
475,2819
39594,1090
21240,9442
15692,6291
12009,596
13061,5421
28035,663
1467,2982
23146,11206
6724,579
15278,6147
52078,2484
11348,596
48272,1970
20182,8655
42024,1284
8122,4355
16197,6494
45120,1661
7600,4260
10422,4788
39702,1097
47796,1915
27813,654
51248,2368
3303,3371
18575,7593
6342,4036
14784,5967
50042,2224
923,2881
52137,2493
47863,1919
53715,2743
3601,3427
43101,1397
17063,6818
33945,850
3875,3484
6868,4131
14661,5929
7028,4162
37676,1000
30701,742
43756,508
4346,3603
29509,706
35513,473
45858,1724
45052,1656
8541,4435
42323,1316
6006,3965
34252,862
17155,6868
42791,1364
13274,5496
38150,383
40443,1152
36109,932
40480,498
32884,811
12090,5167
2625,3229
15274,6146
19316,622
43908,1548
25424,14256
41511,1238
49364,2120
23678,11774
32487,801
37669,1000
12203,5197
31632,772
40628,1163
40915,1187
36151,935
21887,10009
17827,7209
32690,803
47161,395
31747,775
19303,8044
35177,895
40229,1129
5784,3907
35599,911
12488,5260
51377,2385
11416,5006
46757,1814
18471,7544
7989,4328
41005,1197
36019,928
49802,2188
14619,5914
12010,596
11127,4943
2357,3175
51138,2360
49946,2206
1398,560
26895,17028
30965,751
50457,2283
20912,9170
11873,5120
32952,814
16421,6577
9279,4572
9239,4561
17893,7243
32136,789
11070,4928
44433,1606
52045,2479
31613,770
40322,1140
10286,4763
40432,1151
30000,720
14782,5967
470,2818
19662,624
31691,773
52092,2485
9038,589
24728,13156
16570,6635
52809,552
14001,5704
51513,545
13835,5647
4568,3651
31044,755
30648,739
7969,4326
29996,720
42227,1302
12429,5249
46410,1781
23069,11147
12287,5222
35173,895
18591,7602
11220,4967
24929,13499
24008,12209
31953,779
50267,2258
42825,506
39320,1076
3643,3438
13307,5504
9724,4659
36165,936
17247,6923
37720,1002
8501,4426
12865,5373
53668,2734
13168,5455
9392,4588
3248,3357
8913,4497
47964,1935
10427,4788
42990,1385
37964,1013
44651,1624
29970,719
39943,1113
20510,8870
46978,1828
34791,879
10072,4712
35384,903
45401,1687
35657,912
33128,821
25829,15007
12307,5226
26510,16280
45418,1687
181,2776
16541,6620
9206,4558
12441,5250
43511,1434
33355,828
13314,5505
49617,2159
32732,805
39061,1063
53358,2686
49506,2139
36822,961
1143,2923
42751,1359
49499,540
40300,1135
27221,17759
33017,816
50473,400
5882,3931
52352,2525
21345,626
37440,988
15744,6315
12539,5278
41516,1238
30236,726
33970,851
1008,2901
35606,911
35990,926
41731,1257
16717,6671
42586,1340
45054,1656
51180,544
8147,4362
19339,8049
33838,463
37447,988
10612,4832
29025,689
10308,4766
37761,1004
16253,6517
16125,6459
17108,6843
30074,720
44842,523
33346,828
37774,1006
40084,1122
31211,758
25560,14486
22243,10340
31986,781
4285,3589
30379,731
42366,1320
40292,1134
25505,14399
23882,12068
50594,2297
11313,4989
1623,3015
53695,2739
47082,1839
8134,4357
12555,5282
41020,1197
9737,4661
45771,1720
7609,4262
48864,2051
237,2788
19031,7848
29034,689
26226,15776
2877,3280
11214,4965
7231,4197
48396,1987
48084,1949
52160,548
15558,6256
12556,5283
6110,3984
42494,505
27395,18115
4919,3730
31434,765
23734,11848
51119,2358
7301,4207
33661,840
36177,477
10178,4740
50484,402
32714,805
3704,3452
31908,776
51033,2347
38161,386
14238,5779
16591,6649
37247,982
43358,1422
53241,2663
49827,541
2259,3154
1335,2961
47423,1875
24428,12756
9232,4560
12980,5407
248,2789
33877,846
24960,13553
53317,2679
52115,2489
2453,3190
17498,7056
43987,1559
45737,1716
36662,956
49819,540
39955,1114
21190,9383
38271,1024
37734,1002
9974,4704
35370,901
47899,1925
34250,862
5038,573
26826,16857
13179,5457
27841,657
18762,7695
51344,2381
50454,2283
31671,772
34213,858
22429,10504
25549,14477
48137,1956
52249,2509
4400,3610
40338,1140
12805,5352
37511,990
22916,11019
40078,1122
34805,880
17967,7283
25205,13899
53751,2751
26288,645
8672,4459
12802,5351
44368,1600
49665,2165
43075,1395
31185,449
3833,3473
37082,973
26776,16747
53169,2651
41342,1230
10059,4710
6010,3965
36148,935
24410,12736
41685,1250
46368,1778
41336,1230
30182,725
24267,12581
11710,5072
1284,2952
8641,4455
49787,2184
27858,658
51600,2404
36559,949
38812,1053
46614,1800
47072,1838
27668,18780
49477,540
49093,2083
47516,530
1023,2904
35708,914
47588,1889
27418,18168
41630,1245
49740,2177
45798,1722
26906,17049
7275,4201
36503,477
27730,649
47855,533
30249,726
35515,473
31203,450
33466,830
50257,2256
45259,1668
27826,655
6197,4001
16261,6522
25550,14479
47949,1932
14529,5880
45658,1709
4160,3554
14286,5800
44288,1588
53693,2738
35033,889
44085,1571
25542,14452
26757,16716
2633,3229
30210,447
10144,4730
31291,761
9137,4540
34511,470
53019,2628
4178,3560
12414,5242
47389,1869
21239,9440
46519,1787
8251,4381
550,2830
40712,1173
15910,6378
50327,2266
20206,8679
24823,13299
53454,2700
43623,1439
15311,6160
46483,526
46642,1805
28361,670
33051,816
12589,5292
27963,658
19117,7917
36690,956
21287,9475
32318,791
4949,3734
18391,7495
15724,6301
3316,3374
27681,18818
38369,1031
39934,1113
15981,6410
20664,625
52633,2565
47461,1878
52176,2495
14159,5758
46488,526
21163,9352
14589,5902
6237,4010
35308,900
20348,625
3524,3408
18331,616
34133,855
14881,6004
16662,421
7571,4256
28438,673
45195,1662
15081,6075
39999,1115
44335,1595
10343,4773
44966,1648
44737,1629
40620,1163
48576,2011
47376,1867
4771,3696
3719,568
6355,576
6521,4071
32189,789
43542,1436
9288,4575
19155,7948
52619,2563
26259,15823
53363,2686
12372,5233
21270,9467
2284,3160
18346,618
43379,1424
29818,710
30757,743
13719,5606
19789,8400
3503,3403
12903,5384
16152,6470
28382,671
16839,6733
48497,537
33352,828
32727,805
838,2867
17541,7079
36050,928
19304,8044
30277,729
10252,4752
47769,1915
45059,1656
21111,9314
41623,1244
14124,5744
21745,9863
29770,710
3287,3365
8661,4457
5394,3819
21279,9471
7858,4309
36616,954
4159,3553
1240,2945
36237,936
14203,5767
267,2792
14174,5759
41411,1235
52465,2545
35593,911
42583,1340
8091,4348
38877,1055
26600,16479
31882,452
12712,5318
35769,918
43009,1388
52363,2527
7611,4263
43100,1397
5570,3864
6543,4075
36449,945
43062,1394
19313,622
6860,4129
18145,7372
43011,1389
52904,2607
47501,530
37378,984
39677,1096
44421,1605
26047,15375
10250,4752
23318,631
13095,5431
17417,7000
39048,1063
12313,5226
51673,2419
53176,2652
19904,8491
41896,1267
11396,5002
26609,426
29589,706
9959,4704
41119,1208
47416,1874
30018,720
27864,430
9398,4588
18377,7486
23791,11927
41713,1254
39068,1064
41867,1264
4957,3734
12451,5252
49856,2193
45440,1689
47688,1905
13905,5670
9562,4627
44886,1637
7080,4166
17652,7132
14673,605
48300,1974
38855,1053
30787,743
39719,1099
37852,1007
43014,1389
43190,1403
4029,3528
8049,583
30959,750
20479,8852
39975,1114
24924,13486
17008,612
46741,1813
16381,6558
20757,9032
44635,1621
51697,2423
36225,936
48369,1983
49240,2102
41666,1250
40682,1170
45690,1712
44820,1636
12025,596
47909,1927
33106,819
18348,619
14614,5914
31327,764
50348,2268
15331,605
24416,12738
28928,686
2149,3127
3614,3429
36111,932
44741,1629
50240,2251
11759,5086
31333,764
2374,561
30942,749
11444,5013
20082,8588
32393,795
2097,3115
37048,972
16171,6479
25244,13965
17631,7125
10037,591
32195,453
4764,3692
1410,2968
15944,6397
21449,9587
20992,625
51472,2395
10007,416
18923,7802
53484,552
10802,4870
50841,544
14064,5717
226,2782
2474,3193
39066,1063
11753,5085
17520,7069
29836,713
13214,5474
5128,3763
10337,4771
50501,544
25290,14066
40282,1133
26455,16151
29071,692
13077,5426
8628,4452
16801,6717
2949,3295
1174,2930
7901,4315
37619,996
12353,598
14898,6012
24481,12828
22456,10546
48062,1948
16013,6411
35855,475
23688,11792
2891,3282
22898,10996
16084,6443
51157,544
15679,608
39240,1073
29268,698
42966,1383
21092,9295
37185,978
21564,9704
3226,3353
51561,2400
43951,1554
24899,13434
15500,6225
26560,16389
13581,5570
14462,5854
36410,945
34300,863
40526,1154
9132,4539
12964,5398
29060,692
16158,6471
6551,4077
26043,15365
11119,4941
33151,824
37495,485
40356,1141
21619,9761
38939,1058
1698,3035
50202,2245
34081,854
5549,3858
47340,1862
19706,8316
7656,4273
29690,709
43292,1415
42850,1367
28780,683
12995,600
28032,663
36750,958
44189,521
51009,2344
32729,805
46900,1819
39000,1061
25956,645
37520,990
16670,421
53025,2629
23058,11132
39173,491
34132,855
19114,7916
36888,964
44510,522
36316,942
34662,876
31048,755
48183,536
6036,576
28268,666
38682,1046
32091,787
24674,13069
1497,2993
43882,1546
22338,10412
35616,911
31148,756
21913,10029
2275,3160
3282,3365
35869,920
23261,11355
42209,1298
35043,889
45601,1700
17224,6911
23702,11804
39237,1073
20290,8736
51375,2385
21039,9254
750,2856
19021,7845
1596,3011
23728,11843
22086,10164
27636,648
44973,1650
9977,4704
39359,1079
311,2800
36183,477
24100,12332
25321,642
16345,6541
22637,629
11731,5080
32979,814
16284,6532
4665,3672
38477,1037
37147,977
15537,6247
1696,3035
31209,758
7416,4229
16620,6661
6865,4131
52526,2550
17779,7182
33419,828
12124,5174
5053,574
42336,1316
27334,17983
14417,5832
10428,4788
7599,4260
31072,755
23870,12048
40258,1132
28158,666
18795,7721
29959,718
34180,468
31031,754
52307,2515
51968,2462
17518,7068
47204,1845
8304,4391
22461,10548
39031,1063
10049,591
2489,3197
52501,552
29985,720
30069,720
4593,3660
51444,2393
39750,1103
35520,473
11478,5020
1326,2960
29200,698
5756,3898
36810,961
32672,803
52146,548
22624,10724
42380,1323
28701,681
3350,3382
49385,2124
40263,1132
17549,7080
27871,431
438,2815
12704,5315
26237,15797
12923,5387
31767,776
6740,4103
18337,617
20657,625
13595,5576
5684,3889
16051,6429
28465,675
45650,1709
35441,906
1188,2933
48562,2010
34266,863
22950,11060
9994,4708
47728,1911
34427,868
31078,755
14492,5864
20763,9037
30040,720
16726,6675
35576,910
36568,950
19391,8081
27861,658
6649,4096
50477,401
52316,2516
17746,7167
24936,13506
36433,945
13360,602
7981,4327
12364,5232
9595,4634
42526,1333
34432,868
40702,1171
32041,784
773,2859
40242,1130
3394,567
29898,715
37255,982
40105,1123
28957,687
34914,882
14361,605
41284,1226
28269,666
23201,11262
35152,895
10709,594
37478,990
50928,2333
15481,6217
8574,4440
32027,783
25754,14819
17204,6900
42440,1327
35475,906
5809,3915
36425,945
27993,660
25897,15137
19972,421
43493,1433
29496,705
15393,6177
26254,15818
7808,4297
44793,1633
6222,4007
13182,5458
17592,7100
23444,11508
24414,12738
29590,706
36811,961
34448,869
1426,2973
8101,4352
44621,1621
2754,3250
26146,15589
14740,5946
2617,3226
10880,4887
42999,1388
24753,13196
38484,1038
39745,1102
50429,2278
52235,2507
1763,3047
27646,648
50404,2276
32967,814
1656,3024
8202,4372
2277,3160
24186,12451
50840,544
27131,17499
51269,2371
32459,799
42186,1295
7747,4284
19474,8148
4559,3648
17756,7174
37691,1000
42629,1345
23063,11141
27917,658
896,2875
17679,613
53098,2644
2927,3290
538,2827
19168,7954
35766,918
38228,1020
6561,4077
16470,6597
10243,4751
27656,18741
42541,1334
52699,2575
47489,1882
28972,687
38667,1046
19274,8025
6401,4042
3063,3312
28703,681
52532,2551
47511,530
46432,1784
50860,2326
24743,13182
31374,765
35345,900
38387,1031
37068,972
27820,655
47245,1847
45932,1736
15725,6302
42793,1364
31841,776
14065,5718
14806,5975
4679,3675
5771,3903
26503,16256
42310,1314
31678,773
31453,766
20444,8820
45293,1670
180,2776
19035,7849
36743,957
47387,1869
25869,15083
24457,12794
10035,591
10423,4788
43767,511
49961,2208
8090,4348
45176,524
37760,1004
38017,1013
46690,1809
53340,2682
49529,2142
13,344
12160,5186
4251,3581
30894,746
33958,851
8494,4425
3674,3446
8721,4463
48852,2048
23215,11276
42553,1337
17385,6982
14874,6000
7671,4275
39818,492
13310,5504
38896,1056
53568,2719
52255,2510
48906,2056
22090,10169
22577,10681
31111,756
4496,3632
51063,2351
5460,3838
34088,854
17737,7161
4948,3734
15694,6291
25337,14103
41585,1243
15806,6338
39881,1107
35472,906
23768,11888
25504,14395
14603,5910
14657,5927
10077,4714
34851,471
30200,447
14045,5712
34110,854
41265,1222
32753,807
41524,1239
45225,1665
15587,6270
1213,2939
45497,525
23048,11119
10329,4770
3600,3427
33564,835
33594,838
3683,3447
21073,9282
10237,4751
18521,7568
50512,544
43917,1550
45604,1700
10287,4763
28978,687
44728,1628
42276,1310
50722,2313
3914,3497
30790,743
25895,15134
25610,14586
45767,1720
41133,501
51056,2351
49076,2081
50763,2318
16344,6541
26856,16944
14453,5851
44954,1646
7369,579
14371,5818
29514,706
28534,675
27024,17221
5641,3881
48296,1974
12296,5225
48411,1990
46704,1811
38434,1033
40677,1169
32973,814
16864,6748
53514,2707
40177,1125
50216,2247
28414,672
37468,990
34306,863
26812,16805
49101,2085
36673,956
11225,4969
7020,4161
43095,1397
3442,3388
631,2841
28898,435
11840,5107
